Created,Day,Tweet ID,Full Text,Quote Full Text,Hashtags,Not mask or face covering related,HBM Related,Perceived Benefits,Perceived Barriers,Perceived Severity,Perceived Susceptibility,HBM Related AutoFill
Mon Jul 13 15:51:49 +0000 2020,195,1282704294236639232,"This country is full of selfish ass idiots , if everyone would have just stayed home at the beginning of this #pandemic we wouldn’t be where we are now. #DumpTrump2020 #COVIDIOTS #Covid_19 #WearADamnMask",,pandemic DumpTrump2020 COVIDIOTS Covid_19 WearADamnMask,,,,,,,
Fri Jul 03 22:20:11 +0000 2020,185,1279178148144390144,"Just wear a mask - for everyone's sake.
 You might be young, fit, healthy and think there is no need - but the majority will have elderly, frail or unwell people in their lives. Do it for them. 
 It's really not a big ask, to wear a mask. https://t.co/QJ2zZ4zgIl",For those amongst us complaining about wearing a face covering. https://t.co/ymqh3Txga1,,,,,,,,
Tue Mar 10 12:29:51 +0000 2020,70,1237354983772901377,South Korea is launching an app that will allow the public to check if stores have masks in stock https://t.co/9HMXYirJt8,,,,,,,,,
Fri Jul 24 14:01:30 +0000 2020,206,1286662799003979777,"Custom order alert! I made these Covid Sucks lanyards for a flight attendant. I am super happy with how they turned out! 
 .
 .
 .
 #facemasklanyard #deltaflightattendant #realmorsecodejewelry #peachyinptc… https://t.co/XSghWVHiyk",,facemasklanyard deltaflightattendant realmorsecodejewelry peachyinptc,,,,,,,
Tue Jul 28 10:58:35 +0000 2020,210,1288066317166055425,"Make With HTML,CSS and Custom JavaScript Slider .
 #html #HTML5 #webdevelopment #webdev #javascript #jQuery #webdevelopment #webdev #webdesign #WearAMask #CSS #webdev https://t.co/VkbUyW0GFf",,html HTML5 webdevelopment webdev javascript jQuery webdevelopment webdev webdesign WearAMask CSS webdev,,,,,,,
Tue Jun 23 06:24:03 +0000 2020,175,1275313650572701697,"This is in the Houston Medical Center. The largest Medical Center in the WORLD. This is in MY CITY.
 We have got to do better than this guys. Stay home and wear a mask if you MUST go out. https://t.co/cYmzEnJ62z","Texas Children’s Hospital just started admitting ADULTS. 
 

 ADULTS. 
 

 Because some of the other hospitals are at capacity. 
 

 That is all. @GovAbbott you bear responsibility for mismanagement of this.",,,,,,,,
Sun Jun 21 17:02:17 +0000 2020,173,1274749493691514886,"The Miserable Pseudo-Science Behind Face Masks, Social Distancing And Contact Tracing https://t.co/7RVggERjh4 https://t.co/N2DV3nupWx",,,,,,,,,
Thu Jun 25 12:20:03 +0000 2020,177,1276128019816443904,"Facebook Racism DESTROYED at @JamesOKeefeIII @Project_Veritas 
 #ExposeFacebook 
 #Zuckerberg #COVID19 https://t.co/BKx5UpLcda https://t.co/OYBU4sQv16","BREAKING: ANOTHER INSIDER COMES FORWARD: “I was seeing them interfering on a global level in elections.” - @realryanhartwig 
 

 Senior HR Business Partner at Facebook Proclaims Skin Color Determines Legal Standing in Complaint Scenarios 
 

 #ExposeFacebook
 https://t.co/z0jelI47If",ExposeFacebook Zuckerberg COVID19,,,,,,,
Fri Jul 31 14:51:34 +0000 2020,213,1289212112418480128,"Someone please help me on the math. If the infection rate of covid is finally effectively 100%, but we wear masks the entire time, and Oxygen is the treatment for covid, would not the total death rate be MORE with masks?",,,,,,,,,
Fri Jul 31 08:50:06 +0000 2020,213,1289121145489432576,"@IAmJohnAles Trump doesn't believe science, climate change, pollution regulations, pandemic.
 Trump believes conspiracy theories, ""good people (Nazi or Confederate flags) are on both sides"", bogus pandemic cures, masks not needed. 
 Believing Trump that pandemic isn't deadly killed Herman Cain.",,,,,,,,,
Mon Jul 27 20:09:55 +0000 2020,209,1287842677359292417,"@pgammo Conservatives If a business doesn't want to make a cake for a gay couple: ""that's freedom""
 Consevatives If a business makes me wear a mask ""that's tyranny"" Bunch of snowflakes.",,,,,,,,,
Thu Jul 30 08:42:38 +0000 2020,212,1288756877023752192,"@james_suchecki @SethMacFarlane Yes, masks are not a perfect, but they do impede the spread of the virus significantly. Just like washing your hands, using hand sanitizers, etc. And of course it matters how well the mask fits and how you wear it. But masks can help keeping society open.",,,,,,,,,
Tue Jul 21 09:19:49 +0000 2020,203,1285504746657402880,"The surgeon general is begging you to wear a mask. Trump finally agrees
 https://t.co/CiLx9U5zRW",,,,,,,,,
Tue Jul 21 17:07:46 +0000 2020,203,1285622510021738496,"the biggest #covid myth: curbside service/pickup.
 

 yeah right. you'll be sitting out there all day.
 

 mask up and walk your lazy ass inside lol",,covid,,,,,,,
Thu Aug 06 14:51:13 +0000 2020,219,1291386351871500292,"@VickiMcKenna @JudgeTroupis ""Covid Karen's"" with a badge, just what we need. Folks paranoid about Covid-19 are really gonna be scared when they find out there might be TB in some of those droplets. 1.5 million died last year and no one demanded we all social distance or wear masks.",,,,,,,,,
Sat Jul 11 15:51:56 +0000 2020,193,1281979547668414469,"We should be made to wear a mask, At least in public places.if not for only the ones that feel sick and coughing and smoking around others, No matter what title you hold were all human and we need to respect everyone.If you feel ill its your duty to stay home. Thank you https://t.co/oxovKd1qR5","Stop complaining. 
 

 Wear a mask... https://t.co/VP7AwN6fWz",,,,,,,,
Sat Jul 11 13:36:41 +0000 2020,193,1281945511386329089,Have you faced pay cuts in the last few months due to covid-19?,,,,,,,,,
Sun Jul 12 14:12:28 +0000 2020,194,1282316904376545281,"And also wouldn’t a cashless society help trace dark money (maybe not), but if you are doing nothing wrong then what are you worried about? Shouldn’t we want the ultimate freedom of choice by mail in ballot? If abortion is manslaughter, then why can’t we ask you to wear a mask?",,,,,,,,,
Wed Aug 12 01:26:15 +0000 2020,225,1293358099986817024,"@KateGrabowski @JHSPH_NCRC It feels like a great opportunity to try and isolate population-level impact of masks will be as other lockdown measures lift as mask mandates will be the last to lift.
 

 There is also a non-HCW community RCT in Denmark that should hopefully report soon!
 https://t.co/ATFmdHgPgT",,,,,,,,,
Sun Jun 07 15:11:02 +0000 2020,159,1269648067382345728,"An update on the #COVID19 confirmed cases in #India
 

 No real surprises. 
 

 Let’s take care! #Masks4All 
 Do follow #SocialDistancing 
 @NCPspeaks
 @PawarSpeaks 
 @supriya_sule 
 @AjitPawarSpeaks 
 @CMOMaharashtra 
 @OfficeofUT 
 @PMOIndia https://t.co/6JbWpf6bei",,COVID19 India Masks4All SocialDistancing,,,,,,,
Mon Jul 27 20:00:07 +0000 2020,209,1287840210101903367,"A mask is not a sign of being faithless. Wear mask, sanitize, keep social distance and trust in God.",,,,,,,,,
Tue Jun 16 04:42:03 +0000 2020,168,1272751269761781760,i would give anything to wake up tomorrow and not be in a pandemic and just live like normal without masks and hand sanitizers and 6 feet of space. ugh.,,,,,,,,,
Mon Jul 13 18:42:55 +0000 2020,195,1282747352332328968,"@Vol_Football Morons: “But we want football this year!”
 

 UT: “Ok. Wear a mask and you get football.”
 

 Morons: “......no.” https://t.co/w58hTNa7Iw",,,,,,,,,
Tue Jul 14 12:35:14 +0000 2020,196,1283017206813646851,If it offends you to wear a mask when shopping then presumably you have never put on a tie or jacket to get in somewhere with a dress code. You don't really have a problem in fact. You are just being a dick.,,,,,,,,,
Sat Jul 25 16:03:27 +0000 2020,207,1287055876638089218,@aaronmhamilton @bentonton @AO3_Ortiz @BenjaminPDixon @elonmusk Yeah. Social distancing first with hygiene (hand washing etc) BUT if it's not possible then masks and possibly even gloves. It's just common sense. I think it also helps that here in Finland if you are sick... you stay home. It's just not done any other way. Sick = staying home.,,,,,,,,,
Fri Jul 17 15:39:52 +0000 2020,199,1284150834696249345,@iAmNELLEZ_ It’s so dumb because he knows the mask is the right thing but he doesn’t want to make it mandatory so he can keep the vote from those who refuse to wear a mask.,,,,,,,,,
Tue Jul 14 04:56:27 +0000 2020,196,1282901753172811776,"https://t.co/VicZcVk6j1
 https://t.co/1M6Y0FqVTp
 Trump relies on CO2 and inappropriate masks. The chosen one blessed by St. Paula, supports NRA, nationalists, and all other madmen. Now he is also killed your children! https://t.co/f7bf7K8Ohn https://t.co/sEpcKBB7iB",Trump cites game show host on pandemic while undercutting health officials and questioning their expertise https://t.co/Y0oonY6WU0,,,,,,,,
Fri Jul 17 17:00:30 +0000 2020,199,1284171129964367876,"@TannerAinge @ErinBurnett @OutFrontCNN @CNN Really, what I meant, is maybe the no-masker parents will change their tune after “seeing” this report, or atleast the report’s headline 😉. 
 

 #MaskUPUtah 
 

 https://t.co/sqI1uUmKpv",,MaskUPUtah,,,,,,,
Thu Jul 23 22:36:27 +0000 2020,205,1286429999017480205,"@miles_gmm @GovernorVA Actually it doesn't. Social distancing works better than the masks and I dont make a habit of being less than 6 feet from people, so the fact that I'm being forced to wear a mask which makes me irritable, stressed out and anxious is ridiculous.",,,,,,,,,
Sat Jul 11 19:08:55 +0000 2020,193,1282029116712267776,"North Carolinian here: these dumbasses aren’t patriots, they are just that, dumbasses for not wearing a fucking mask and putting other people, THAT THEY DONT KNOW, at risk. https://t.co/BT6no5GYrK","North Carolina:
 

 This woman refuses to wear a mask while getting takeout and causes a scene. 
 

 She screams, “We don’t cover our faces in America.” as her boyfriend comes to the rescue. 
 

 She ends it all by declaring “trump 2020.”
 

 They seem delightful...https://t.co/jhZybJ7qzQ",,,,,,,,
Mon Aug 10 05:44:28 +0000 2020,223,1292698307307827200,all I want to do is fly to North Carolina and hug my mother on her birthday but you fucknuggets won’t wear a goddamn mask.,,,,,,,,,
Fri Aug 14 04:44:15 +0000 2020,227,1294132703885893632,"@_anthonyneo @Turkasaurus_Rex @Rai_Rhyno @DaveBautista In a public health crisis a mask isn't about freedom, it's about protecting the health interests of U.S.A., so the country doesn't collapse. Think about seat belts? The only person that is in harms way if you don't wear one is you. And that is law. But a mask request is too much?",,,,,,,,,
Tue Jul 21 19:52:59 +0000 2020,203,1285664085741391875,⚠️⚠️DANGEROUS SPIKE IN PROGRESS⚠️⚠️ #MaskUpMississippi #WashUp #StayHome #KeepDistance #EssentialTravelOnly https://t.co/bL4moMOcsJ,"With nine major hospitals with no ICU beds and only one ICU bed available in the Jackson, Mississippi area, keep Mississippi in your thoughts. https://t.co/fVDhd5UupQ",MaskUpMississippi WashUp StayHome KeepDistance EssentialTravelOnly,,,,,,,
Sat Mar 28 07:26:11 +0000 2020,88,1243801544983707649,"Hi Latest Coronavirus news... Not wearing masks to protect against coronavirus is a 'big mistake,' top Chinese scientist says https://t.co/aheC3q7nCR",,,,,,,,,
Wed Jul 22 13:30:39 +0000 2020,204,1285930257716072449,"Did you know that face coverings in libraries 😷📚 will be mandatory from Friday 24 July? To check which libraries are open, visit https://t.co/sDk4t4AB9r
 

 Find out more about lowering the risk of a local lockdown → https://t.co/igsABrZXOS 
 

 #stopthespread https://t.co/0DU5GLW05I",,stopthespread,,,,,,,
Tue Jun 16 16:01:05 +0000 2020,168,1272922152698892295,This is by far the greatest purchase I have ever made. 🤣🤣 mandatory masks? No big deal. 😂 #JoeExotic #TigerKing #coronavirus https://t.co/f95d5dl4fl,,JoeExotic TigerKing coronavirus,,,,,,,
Sat Jun 27 02:29:32 +0000 2020,179,1276704183782014976,"@GGMM_2020 @irritated_1 @thehill Cloth masks do none of that for fine particulate, only large droplets. (Doctors don't use do it yourself cloth masks, BTW - In infectious situations, they use very sophisticated masks) Read up from OSHA: https://t.co/0JJmZscjwk",,,,,,,,,
Mon Jun 29 08:17:26 +0000 2020,181,1277516512207781891,Thank you to everyone for all the prayers for my mom. I love all of y’all dearly. Please if you are going out please wear a mask. Covid 19 is not a joke please take it serious.,,,,,,,,,
Wed Jul 08 07:20:06 +0000 2020,190,1280763574835490817,"Corona does not neccessarily get over once you test negative for it, the effects can last for months. Stay at home, wear a mask. 
 

 https://t.co/wzy1Fu9P0I https://t.co/mGWtMLUtGd","It's been 82 days since I tested positive for COVID-19, and I'm still experiencing symptoms. 
 

 After 82 days of nausea, fatigue, coughing, and chest pain, I can promise you this: that birthday party, happy hour, or gym class is *not* worth the risk.
 

 Also, wear a f*cking mask.",,,,,,,,
Mon Jul 13 23:33:00 +0000 2020,195,1282820351265832968,@cronoclast @MSNBC @BetoORourke Trump needs to wear a mask to get the general public to wear one. I’m a NYr and today we had ZERO deaths because we all wear masks.,,,,,,,,,
Mon Aug 03 17:30:49 +0000 2020,216,1290339353743503360,@FUNatDW so @TripAdvisor blocked me from writing a review in which I spoke about how great a day we had while writing about the animal of a woman who was screaming at employees on July 29 who had all these “ailments” who refused to wear a mask but posted her review! #cencorship,,cencorship,,,,,,,
Sun Jun 28 15:37:52 +0000 2020,180,1277264962545582080,Mask Exempt' Cards Are Going Viral. The DOJ Says They're Fake | Time https://t.co/fFURir5hCr,,,,,,,,,
Sat Jun 13 00:10:37 +0000 2020,165,1271595794261516288,Walking past the open bars look like a breeding ground of corona. No type of masks,,,,,,,,,
Sun Jul 26 12:26:01 +0000 2020,208,1287363542014926848,"“masks - which the president used to deride as ""politically correct"" - are now an act of patriotism, and should always be worn when social distancing is impossible.” https://t.co/QbhXx8tbtO",,,,,,,,,
Tue Jul 21 10:52:47 +0000 2020,203,1285528139926368258,"""The best method, he found, was keeping the masks in 160-degree dry heat for 30 minutes, which can be feasibly done by hanging them in an oven."" 
 ""But people should absolutely wear masks in public, even if they're not N95 respirators."" https://t.co/xDKXaPj1lh","He went back to work, spending up to 20 hours a day testing new ways to sterilize the N95 masks he made so effective. Here's the best method he found: https://t.co/zun0uxrkyo",,,,,,,,
Wed Jul 22 18:10:57 +0000 2020,204,1286000798669955078,"@MDentalHospital put your money where your mouth is. If I am made to wear a mask again next appointment you best be aware any injury will be on your toes
 #covid19UK #NoMasks https://t.co/067AQ24EQc https://t.co/3G6u5oalVt","Doctors endorsing masks should be willing to sign a liability letter. If you're so confidence, take responsibility. Put your names forward, show us you can prove they're safe.",covid19UK NoMasks,,,,,,,
Tue Jul 21 20:43:36 +0000 2020,203,1285676823603556352,He said come take these off for me 👖 I said only if you take my mask off me.... flirting in 2020... #COVID19,,COVID19,,,,,,,
Wed Jul 29 08:38:35 +0000 2020,211,1288393473125765123,"I’ve downloaded it and emailed it to all my contacts to make sure the scumbags do it try and censor it. Why aren’t we arresting the owners of Facefuck, Twatter, Gates and the rest. https://t.co/t3CiEEE0Zt","BIG TECH don´t want, that you know the Truth about the Virus !!!!
 

 👇👇👇
 Facebook, Google/YouTube, Twitter Censor Viral Video of Doctors’ Capitol Hill Coronavirus Press Conference
 

 (Full Video attached next Tweet on BitChute)
 https://t.co/SV2Vs7Yc1A",,,,,,,,
Thu Aug 06 09:08:41 +0000 2020,219,1291300148480368640,If Kirby and all them can wear a mask so can you https://t.co/KepNJU4sjI,hope kbby get better soon https://t.co/pOdOWhWUDX,,,,,,,,
Sat Jul 04 22:15:10 +0000 2020,186,1279539274933833729,"No crowds just me, a mask, a blueberry pimms cup and a duck. 
 #July4th2020 #COVID19 https://t.co/5ugO9BzJV6",,July4th2020 COVID19,,,,,,,
Mon Jun 29 19:00:26 +0000 2020,181,1277678331396317186,"For more information, contact Chris McCarthy at 561-951-6009!
 

 #facemask #cdc #facialcovering #guidelines #palmbeachcounty #CohenCommercial #CohenCommercialRealty #CCR #CohenCommercialManagement #CCM #CommercialRealEstate #CRE #RealEstate #brokers #leasing #retail #explore https://t.co/F5T5cQZIFS",,facemask cdc facialcovering guidelines palmbeachcounty CohenCommercial CohenCommercialRealty CCR CohenCommercialManagement CCM CommercialRealEstate CRE RealEstate brokers leasing retail explore,,,,,,,
Mon Aug 10 00:38:07 +0000 2020,223,1292621211604852736,@NBCSAthletics Great job @MLB looks like that social distancing and mask wearing is going well.,,,,,,,,,
Sat Jun 20 13:58:29 +0000 2020,172,1274340848478674949,"Putin has a 'disinfection tunnel,' Sweden feels isolated over coronavirus INSTOCK HERE ==&gt; https://t.co/n8oWlcKo0x #coronavirus #mask #covid19 #surgicalmask #deals #facecover #discount #deal #NintendoSwitch #switch #gaming https://t.co/aKWrWZnQgR",,coronavirus mask covid19 surgicalmask deals facecover discount deal NintendoSwitch switch gaming,,,,,,,
Sun Aug 02 20:41:40 +0000 2020,215,1290024991136681984,"Hoti’s government has faced criticism for not doing enough to curb the spread of the novel coronavirus, with the small Balkan country reporting a sharp increase in cases in the past few days — including 13 deaths on Sunday. https://t.co/zCqWwfzt0f",,,,,,,,,
Wed Jan 29 06:29:38 +0000 2020,29,1222406428431986688,"@Iam__Kevin If a mask, on it's surfaced carries a virus, it won't effect when it got here. It will take at least 10 days or more when those arrive here right. #coronavirus can be active on a surface for 24hrs, up to 5 days from recent reports. 
 need ur IMO @DocaAyya @Dr_Pushpika @HansikaHH",,coronavirus,,,,,,,
Sat Jul 04 10:07:09 +0000 2020,186,1279356065520517127,"I actually love wearing mask, now I don't have to fake smile at almost everyone that I run into everyday. #COVID19",,COVID19,,,,,,,
Fri Aug 07 14:02:59 +0000 2020,220,1291736598913126401,I was asked to wear a mask before all of this started more netto than waitrose though,,,,,,,,,
Sat Jul 04 01:04:53 +0000 2020,186,1279219598534103041,"@KateKateSDA @johnpavlovitz @GovAbbott The #s are being grossly inflated. 1 confirmed case exposes 17 people, creates 18 cases. Even when those exposed are not positive. People that die from a heart attack, and are A-systemic, even tested and negative are counted as COVID deaths. #wakeup #nomask",,s wakeup nomask,,,,,,,
Tue Jul 21 15:45:21 +0000 2020,203,1285601766281805824,"@SenTomCotton Everybody has rights.  You see, there's this thing called the Constitution that you folks are always reminding us about when we tell you to wear a damn mask or stop shooting children in schools.",,,,,,,,,
Tue Jun 23 19:46:58 +0000 2020,175,1275515713445171200,"@GavinNewsom Wearing a mask, Social distancing and washing hands saves precious lives. It's common sense. We as Californians are with you governor. #CaliforniaForAll",,CaliforniaForAll,,,,,,,
Thu Jun 11 22:53:39 +0000 2020,163,1271214040094855168,A REPUBLICAN SENATOR/DOCTOR REALLY SAID THAT THE COVID 19 VIRUS IS HITTING THE AFRICAN AMERICAN COMMUNITY HARDER BECAUSE AFRICAN AMERICANS/ COLORED PEOPLE DON’T WASH THEIR HANDS AND WEAR MASKS.,,,,,,,,,
Sun Mar 08 03:13:16 +0000 2020,68,1236490136990265344,"""Tago tagoan, mahawaan pneumonia ikamatay"" keep the data, the outbreak will just explode in DOH face",,,,,,,,,
Wed Jul 15 23:36:35 +0000 2020,197,1283546031578382341,"@GovernorKayIvey @GovernorKayIvey i am not going to wear a face mask ,, marbury v madison ,, 4th amendment says i dont have to , i am telling you i will sue you and the state of alabama if i am fined are arrested for millions,and i will sue your health people as well.",,,,,,,,,
Mon Jun 29 16:39:08 +0000 2020,181,1277642768806850561,Wear the damned mask 😷 https://t.co/34fjdFwZyV,"The fragility of folks who won’t wear a mask is truly breathtaking. I lived for four years inside two internment camps, and I heard less bitching and whining there than I do today.",,,,,,,,
Tue Jul 07 13:43:26 +0000 2020,189,1280497658537431041,@TrumpStudents @realDonaldTrump @mattgaetz @RichardGrenell @DonaldJTrumpJr @kimguilfoyle Maskless and not social distancing — How will they feel when they bring coronavirus back home and murder their parents or grandparents. https://t.co/IKilJDNK2E,,,,,,,,,
Fri Jul 03 21:20:14 +0000 2020,185,1279163064269574144,@abc13houston Why are you so bothered about wearing a mask? Do you want to live in a country where the Covid will forever haunt us? Or do you want to get rid of this mess? If you don’t like wearing a mask STAY HOME! Americans can be so stubborn at times!,,,,,,,,,
Thu Jul 16 16:52:49 +0000 2020,198,1283806808163803137,"Your right to swing your fist famously ends at my nose. So does your ""right"" to spew a deadly contagious virus.Keep your germs out of my nose. Wear a forking mask, y'all.",,,,,,,,,
Thu Aug 06 08:35:01 +0000 2020,219,1291291678515527681,"💎Stay Safe &amp; Healthy💎
 

 ➕Whitestone is here to help you protect more than just your phone
 #health #corona #mask #sanitizer #WhitestoneDomeGlass #SafeAtHome #StayHome #StaySafe 
 

 PROTECT YOUR WAY OF LIFE🛒
 https://t.co/H8MwjU2myY https://t.co/MMkSd5YC6z",,health corona mask sanitizer WhitestoneDomeGlass SafeAtHome StayHome StaySafe,,,,,,,
Fri Jul 17 23:15:15 +0000 2020,199,1284265439363727360,"1/ Trump on Masks
 

 TRUMP: Everybody was saying don't wear a mask! All of a sudden everybody's gotta wear a mask. And, as you know, masks CAUSE PROBLEMS, TOO!
 

 Fact Check: Masks save lives and don't cause problems
 

 Ref: https://t.co/DCHfHgBjM8 https://t.co/GdG5B8NMo5",,,,,,,,,
Wed Jul 01 13:09:33 +0000 2020,183,1278314800607571968,On a @SouthernRailUK train + surprised not everyone is wearing a mask. Why aren’t you enforcing it? And when a woman (bizarrely wearing hers under her chin) sneezed and I said “that’s why you should wear your mask properly” she replied “you’re wearing yours”. Enforcement needed!,,,,,,,,,
Sun Aug 02 04:48:12 +0000 2020,215,1289785046895861760,"@melaniariz ""Wear a mask or we'll call people with guns to threaten you with kidnapping, psychological torture and imprisonment."" Also they support BLM &amp; their call to defund the police. https://t.co/g1QZiP1fOW","They were one of us: 
 

 Trayvon Martin. Michael Brown. Alton Sterling. Botham Jean. Atatiana Jefferson. Ahmaud Arbery. George Floyd. https://t.co/s1UhP5vncv",,,,,,,,
Mon Jun 29 10:54:07 +0000 2020,181,1277555944424189952,"The mantra ""Wear A Mask"" overrides critical thinking that medical exemplaries are undermined by default of mass hysteria taking over commonsense that the very thought of self-contamination due to excessive use of the mask is lost on the user. https://t.co/2iC9Ncekmt","In the fire service if you wear a mask or gloves 1 time it's considered contaminated and biohazard which now has to be disposed of as such. So everyone that's wearing masks, that are not disposed of correctly, do we now have a biohazard problem in this country? ... -",,,,,,,,
Sat Jun 27 13:31:06 +0000 2020,179,1276870676251639809,"@AliNouriPhD @ScienceMagazine Thanks for sharing. Cotton and surgical masks dont protect you once aerosols are already in the air, thats why N95 and P100 exist after all. It is good to remember that high mask usage is required to not spread those particles into the air, at which point only respirators help.",,,,,,,,,
Thu Aug 13 15:53:35 +0000 2020,226,1293938762523713537,@MayorOfLA @estudiozavala @florenciozavala CDC Now Says Face Masks With Vents Or Valves Don’t Prevent Spread Of Coronavirus: https://t.co/SOXHccpMpe,,,,,,,,,
Fri Jul 31 18:08:05 +0000 2020,213,1289261566529921024,"The new door signs are going up everywhere! We have the doggie characters too! Find them FREE here: https://t.co/k0HnMjusCz 🙌😷
 PLEASE SHARE with your favorite business, school, or organization. 🍑
 #schools #protection #wearamask #socialdistancing #business #nonprofits #educator https://t.co/IQNQrJXbBx",,schools protection wearamask socialdistancing business nonprofits educator,,,,,,,
Wed Jul 15 16:23:44 +0000 2020,197,1283437100990423040,How many of us have to die before @GovStitt will mandate masks? https://t.co/belsjcGS0E https://t.co/4ZEI6PyAY6,"Fuuuudddgge. Keeps going up every day. But gov Stitt, who just tested positive for covid-19, is not considering a mask mandate at all. Doesn't want to take individual freedoms away. He's leaving that to local municipalities and individual businesses. https://t.co/SjnY9fEKnp",,,,,,,,
Fri Aug 14 00:57:52 +0000 2020,227,1294075733153853440,"@Mike_Pence You are a bold faced liar, just like your boss. Americans are dying and you and Trump could not have handled the Corona virus epidemic any worse. Shame on you.",,,,,,,,,
Mon Jul 27 16:56:39 +0000 2020,209,1287794040243535872,"@GovtsTheProblem But that won't stop our ""wonderful"" govoner from being ""pressured"" to lock us all down again. 
 Just like the mask bs, he had his minions tweet like they were begging for him to mandate the masks, now they are demanding another shutdown...",,,,,,,,,
Wed Jun 17 07:57:00 +0000 2020,169,1273162716837031938,"He was the one who made the decision that ppl didn’t have to wear masks anymore. HE STILL PLAYED A BIG PART. At the end of the day he can’t control the ppl from going out it’s survival of the fittest at this point, but he could’ve AT LEAST MADE THE MASKS STILL MANDATORY. https://t.co/r5Mzob5n72",,,,,,,,,
Sat Jul 11 00:56:49 +0000 2020,193,1281754284468600833,I am not wearing a mask IN MY HOME! https://t.co/8Ha0Gby2eK,Texans Being Told To Wear Masks Indoors https://t.co/s9ajU5VrT9,,,,,,,,
Sun Aug 02 05:30:09 +0000 2020,215,1289795602872545282,"A day after #Odisha Govt increased fine for mask and #SocialDistancing violations, the @cpbbsrctc introduced a whatsapp number (7440006709) to receive information on violations, reports @Asish_TNIE.
 @NewIndianXpress https://t.co/u574FIRxNP",,Odisha SocialDistancing,,,,,,,
Sat Jul 04 10:30:06 +0000 2020,186,1279361840359890944,"You can still order Gift Vouchers to bring a smile to someone’s face during lockdown, to book click the link below and we will post them out directly
 

 https://t.co/Ahv2WR7xIh
 

 #spa #spaday #relaxing #body #mind #soul #ashford #nails #wellness #spalife https://t.co/DfT2Fq3p2A",,spa spaday relaxing body mind soul ashford nails wellness spalife,,,,,,,
Fri May 15 18:05:04 +0000 2020,136,1261356942611689473,We had a customer yell at management for having us wear masks Cause the Coronavirus ain t real,,,,,,,,,
Fri Apr 24 17:43:50 +0000 2020,115,1253741454096121856,Gugu... when oppressors swords are on the neck of people.... they do not show heroism .... when the children are threatened to be killed by oppressors ... the parents accept everything... you have to face genocide to comment on these isssues... so keep cool ... stay home... https://t.co/j6VN5hg9ya,,,,,,,,,
Fri Jun 26 14:16:35 +0000 2020,178,1276519733324582913,HE IS LOSING JIM The COUNTRY IS MISERABLE RIOTS MASKS CANCELLATIONS DEPRESSION and MORE MISERY Sorry JIM TRUMP is TOAST In Sweden they are living normal NO MASKS NO SOCIAL DISTANCING and NO RIOTS Trump allowed this with FAUCI and now BLM and ANTIFA,,,,,,,,,
Thu Jul 23 20:50:59 +0000 2020,205,1286403460234018816,No idiot In a clinicsl setting bc they are in proximity to others But in any setting near another CF patient That s a standard CF protocol for before corona Stop trying to look smart and ask an actual doctor about masks and covid Any Professional Healthcare Worker,,,,,,,,,
Wed Jul 29 00:12:29 +0000 2020,211,1288266109343264769,Thanks for doing your part @RealHughJackman #StaySafe #WearAMask https://t.co/LMrCWYV8UW,,StaySafe WearAMask,,,,,,,
Sat Jun 13 22:34:29 +0000 2020,165,1271933992296747010,Finally got out of Dodge; escaped to the lake house in MI. Stunned (but not surprised) by the lack of masks and social distancing among most people.,,,,,,,,,
Thu Jul 02 18:40:29 +0000 2020,184,1278760470539837442,"@Purrcival1 @taevictoria_ We never developed herd immunity to the flu. We just get it over and over again. Nobody wants to wear masks and live in fear, but most people know they can't wish it away.
 

 https://t.co/mHuKQW7hEV",,,,,,,,,
Tue Jul 28 17:48:28 +0000 2020,210,1288169467235704832,"@GovernorVA COMING UP AT 2 PM: @GovernorVA will provide updates that could include stricter COVID regulations.
 WATCH LIVE:
 -TV: ABC 13
 -ONLINE: https://t.co/HBA7mDx2rn
 -FACEBOOK: https://t.co/MkhmphOlPy https://t.co/uF0Y7AthAV",,,,,,,,,
Mon Jul 13 20:12:53 +0000 2020,195,1282769993135017984,"@Greg_a_1 @DallasAnalytics @JudgeClayJ Yep, Anthonic Fauci Just figured out in May that in fact, mask actually do stop airborne viruses. 😂😂
 America’s leading virologist had it wrong for 40 years, but Covid set him straight.
 

 Do you critically think? If you did then you wouldn’t label critical thinking as conspiracy.",,,,,,,,,
Thu Aug 13 04:12:00 +0000 2020,226,1293762202487463938,"just with China. Imagine if it were all travel, Dems would’ve melted.
 -Allowing lawlessness and defunding police to create more anarchy
 -Asking everyone to wear a mask unless you’re a rioter. They get a pass.
 -Call him a racist and Xenophobe daily on every news outlet.
 -Allow...",,,,,,,,,
Fri Jul 03 23:33:04 +0000 2020,185,1279196489751891968,"BREAKING: Surgeon General Adams on Fourth of July Celebrations: Wear a Mask if You Want 'Independence,' 'Freedom' https://t.co/WzoospybKv",,,,,,,,,
Wed Jun 24 09:45:37 +0000 2020,176,1275726767379165184,"@GovTimWalz is pushing face coverings hard. #covid19 is with us, for now. If we follow the trends in states that are reopening, it appears that #facecoverings and population density are the difference. Avoid crowds and wear a mask.",,covid19 facecoverings,,,,,,,
Sun Jun 07 01:28:49 +0000 2020,159,1269441150047473665,"To help prevent the spread of Covid, we were told to social distance &amp; wear masks. Because or this, millions lost jobs, thousands of small business owners lost everything &amp; the economy crashed.
 But its okay to ignore the social distancing rules when you protest? I don't get it.",,,,,,,,,
